protein_id	t6ss_system	source_acc	start	end	organism	component
T6CP012397	T6SS00904	KF678349	14905	15240	Escherichia coli	PAAR
T6CP012398	T6SS00904	KF678349	21344	22927	Escherichia coli	PAAR
T6CP012399	T6SS00904	KF678349	4167	5780	Escherichia coli	TagL
T6CP011027	T6SS00905	KF678350	1	480	Escherichia coli	TssD
T6CP011028	T6SS00905	KF678350	498	1940	Escherichia coli	TssA
T6CP011029	T6SS00905	KF678350	1867	5334	Escherichia coli	TssM
T6CP011030	T6SS00905	KF678350	5414	6856	Escherichia coli	TssA
T6CP011031	T6SS00905	KF678350	7618	10377	Escherichia coli	TssH
T6CP011032	T6SS00905	KF678350	10387	11151	Escherichia coli	TssL
T6CP011033	T6SS00905	KF678350	11156	12502	Escherichia coli	TssK
T6CP011034	T6SS00905	KF678350	12505	13029	Escherichia coli	TssJ
T6CP011035	T6SS00905	KF678350	14323	15372	Escherichia coli	TssG
T6CP011036	T6SS00905	KF678350	15336	17042	Escherichia coli	TssF
T6CP011037	T6SS00905	KF678350	17183	17608	Escherichia coli	TssE
T6CP011038	T6SS00905	KF678350	17613	18140	Escherichia coli	TssC
T6CP011039	T6SS00905	KF678350	18334	19098	Escherichia coli	TssC
T6CP011040	T6SS00905	KF678350	19121	19624	Escherichia coli	TssB
T6CP011041	T6SS00905	KF678350	20330	20848	Escherichia coli	TssD
T6CP011042	T6SS00905	KF678350	21069	23051	Escherichia coli	TssI
T6CP012400	T6SS00905	KF678350	13026	14306	Escherichia coli	FHA
T6CP012401	T6SS00905	KF678350	24197	25636	Escherichia coli	PAAR
T6CP011043	T6SS00907	NC_003228	2346972	2347865	Bacteroides fragilis NCTC 9343	TssP
T6CP011044	T6SS00907	NC_003228	2348402	2348905	Bacteroides fragilis NCTC 9343	TssO
T6CP011045	T6SS00907	NC_003228	2348911	2349867	Bacteroides fragilis NCTC 9343	TssG
T6CP011046	T6SS00907	NC_003228	2349869	2351011	Bacteroides fragilis NCTC 9343	TssK
T6CP011047	T6SS00907	NC_003228	2351039	2351887	Bacteroides fragilis NCTC 9343	TssN
T6CP011048	T6SS00907	NC_003228	2357670	2359520	Bacteroides fragilis NCTC 9343	TssI
T6CP011049	T6SS00907	NC_003228	2359546	2361363	Bacteroides fragilis NCTC 9343	TssF
T6CP011050	T6SS00907	NC_003228	2361394	2361834	Bacteroides fragilis NCTC 9343	TssE
T6CP011051	T6SS00907	NC_003228	2362294	2362713	Bacteroides fragilis NCTC 9343	TssD
T6CP011052	T6SS00907	NC_003228	2362716	2363123	Bacteroides fragilis NCTC 9343	TssD
T6CP011053	T6SS00907	NC_003228	2364997	2365404	Bacteroides fragilis NCTC 9343	TssD
T6CP011054	T6SS00907	NC_003228	2365431	2365859	Bacteroides fragilis NCTC 9343	TssD
T6CP011055	T6SS00907	NC_003228	2365875	2368358	Bacteroides fragilis NCTC 9343	TssH
T6CP011056	T6SS00907	NC_003228	2368371	2369750	Bacteroides fragilis NCTC 9343	TssC
T6CP011057	T6SS00907	NC_003228	2369766	2370215	Bacteroides fragilis NCTC 9343	TssB
T6CP011058	T6SS00907	NC_003228	2370304	2370693	Bacteroides fragilis NCTC 9343	TssD
T6CP011327	T6SS00907	NC_003228	2347862	2348389	Bacteroides fragilis NCTC 9343	TssO
T6CP011385	T6SS00907	NC_003228	2356980	2357648	Bacteroides fragilis NCTC 9343	PAAR
T6CP011059	T6SS00908	NC_006347	2277219	2278112	Bacteroides fragilis YCH46	TssP
T6CP011060	T6SS00908	NC_006347	2278109	2278636	Bacteroides fragilis YCH46	TssO
T6CP011061	T6SS00908	NC_006347	2278649	2279152	Bacteroides fragilis YCH46	TssO
T6CP011062	T6SS00908	NC_006347	2279158	2280114	Bacteroides fragilis YCH46	TssG
T6CP011063	T6SS00908	NC_006347	2280116	2281258	Bacteroides fragilis YCH46	TssK
T6CP011064	T6SS00908	NC_006347	2281286	2282134	Bacteroides fragilis YCH46	TssN
T6CP011065	T6SS00908	NC_006347	2286895	2288745	Bacteroides fragilis YCH46	TssI
T6CP011066	T6SS00908	NC_006347	2288771	2290588	Bacteroides fragilis YCH46	TssF
T6CP011067	T6SS00908	NC_006347	2290619	2291059	Bacteroides fragilis YCH46	TssE
T6CP011068	T6SS00908	NC_006347	2291519	2291938	Bacteroides fragilis YCH46	TssD
T6CP011069	T6SS00908	NC_006347	2291941	2292348	Bacteroides fragilis YCH46	TssD
T6CP011070	T6SS00908	NC_006347	2293947	2294351	Bacteroides fragilis YCH46	TssD
T6CP011071	T6SS00908	NC_006347	2294357	2294785	Bacteroides fragilis YCH46	TssD
T6CP011072	T6SS00908	NC_006347	2294801	2297284	Bacteroides fragilis YCH46	TssH
T6CP011073	T6SS00908	NC_006347	2297297	2298676	Bacteroides fragilis YCH46	TssC
T6CP011074	T6SS00908	NC_006347	2298692	2299141	Bacteroides fragilis YCH46	TssB
T6CP011075	T6SS00908	NC_006347	2299231	2299620	Bacteroides fragilis YCH46	TssD
T6CP012402	T6SS00908	NC_006347	2286190	2286876	Bacteroides fragilis YCH46	PAAR
T6CP011076	T6SS00909	NC_006347	3238391	3239770	Bacteroides fragilis YCH46	TssC
T6CP011077	T6SS00909	NC_006347	3239783	3240250	Bacteroides fragilis YCH46	TssB
T6CP011078	T6SS00909	NC_006347	3240418	3240840	Bacteroides fragilis YCH46	TssE
T6CP011079	T6SS00909	NC_006347	3240848	3242623	Bacteroides fragilis YCH46	TssF
T6CP011080	T6SS00909	NC_006347	3242620	3245058	Bacteroides fragilis YCH46	TssH
T6CP011081	T6SS00909	NC_006347	3245043	3245978	Bacteroides fragilis YCH46	TssG
T6CP011082	T6SS00909	NC_006347	3245992	3246870	Bacteroides fragilis YCH46	TssN
T6CP011083	T6SS00909	NC_006347	3246874	3248022	Bacteroides fragilis YCH46	TssK
T6CP011084	T6SS00909	NC_006347	3248043	3248540	Bacteroides fragilis YCH46	TssO
T6CP011085	T6SS00909	NC_006347	3248537	3248983	Bacteroides fragilis YCH46	TssO
T6CP011086	T6SS00909	NC_006347	3248994	3249935	Bacteroides fragilis YCH46	TssP
T6CP011087	T6SS00909	NC_006347	3253604	3253999	Bacteroides fragilis YCH46	TssD
T6CP011088	T6SS00909	NC_006347	3254110	3255873	Bacteroides fragilis YCH46	TssI
T6CP011089	T6SS00910	NC_009441	3892562	3894397	Flavobacterium johnsoniae UW101	TssF
T6CP011090	T6SS00910	NC_009441	3899844	3901652	Flavobacterium johnsoniae UW101	TssI
T6CP011091	T6SS00910	NC_009441	3901691	3902086	Flavobacterium johnsoniae UW101	TssD
T6CP011092	T6SS00910	NC_009441	3902237	3902623	Flavobacterium johnsoniae UW101	TssD
T6CP011093	T6SS00910	NC_009441	3902805	3903236	Flavobacterium johnsoniae UW101	TssE
T6CP011094	T6SS00910	NC_009441	3904650	3906020	Flavobacterium johnsoniae UW101	TssC
T6CP011095	T6SS00910	NC_009441	3906041	3906490	Flavobacterium johnsoniae UW101	TssB
T6CP011096	T6SS00910	NC_009441	3906545	3907057	Flavobacterium johnsoniae UW101	TssO
T6CP011097	T6SS00910	NC_009441	3907083	3908252	Flavobacterium johnsoniae UW101	TssK
T6CP011098	T6SS00910	NC_009441	3916691	3917662	Flavobacterium johnsoniae UW101	TssN
T6CP011099	T6SS00910	NC_009441	3917665	3918609	Flavobacterium johnsoniae UW101	TssG
T6CP011100	T6SS00910	NC_009441	3919581	3920633	Flavobacterium johnsoniae UW101	TssP
T6CP011101	T6SS00910	NC_009441	3920641	3923100	Flavobacterium johnsoniae UW101	TssH
T6CP011289	T6SS00926	NC_016776	2330059	2330952	Bacteroides fragilis 638R	TssP
T6CP011290	T6SS00926	NC_016776	2330949	2331476	Bacteroides fragilis 638R	TssO
T6CP011291	T6SS00926	NC_016776	2331489	2331992	Bacteroides fragilis 638R	TssO
T6CP011292	T6SS00926	NC_016776	2331998	2332954	Bacteroides fragilis 638R	TssG
T6CP011293	T6SS00926	NC_016776	2332956	2334098	Bacteroides fragilis 638R	TssK
T6CP011294	T6SS00926	NC_016776	2334126	2334974	Bacteroides fragilis 638R	TssN
T6CP011295	T6SS00926	NC_016776	2339735	2341585	Bacteroides fragilis 638R	TssI
T6CP011296	T6SS00926	NC_016776	2341611	2343428	Bacteroides fragilis 638R	TssF
T6CP011297	T6SS00926	NC_016776	2343459	2343899	Bacteroides fragilis 638R	TssE
T6CP011298	T6SS00926	NC_016776	2344359	2344778	Bacteroides fragilis 638R	TssD
T6CP011299	T6SS00926	NC_016776	2344781	2345188	Bacteroides fragilis 638R	TssD
T6CP011300	T6SS00926	NC_016776	2346787	2347191	Bacteroides fragilis 638R	TssD
T6CP011301	T6SS00926	NC_016776	2347197	2347625	Bacteroides fragilis 638R	TssD
T6CP011302	T6SS00926	NC_016776	2347641	2350124	Bacteroides fragilis 638R	TssH
T6CP011303	T6SS00926	NC_016776	2350137	2351516	Bacteroides fragilis 638R	TssC
T6CP011304	T6SS00926	NC_016776	2351532	2351981	Bacteroides fragilis 638R	TssB
T6CP011305	T6SS00926	NC_016776	2352070	2352459	Bacteroides fragilis 638R	TssD
T6CP012412	T6SS00926	NC_016776	2339030	2339716	Bacteroides fragilis 638R	PAAR
T6CP012912	T6SS00928	JX436460	897	4424	Campylobacter jejuni	TssM
T6CP012913	T6SS00928	JX436460	4542	5057	Campylobacter jejuni	TssD
T6CP012914	T6SS00928	JX436460	5312	6085	Campylobacter jejuni	TssL
T6CP012915	T6SS00928	JX436460	6082	7479	Campylobacter jejuni	TssK
T6CP012916	T6SS00928	JX436460	7489	7935	Campylobacter jejuni	TssJ
T6CP012917	T6SS00928	JX436460	8061	9308	Campylobacter jejuni	TssA
T6CP012918	T6SS00928	JX436460	9377	9862	Campylobacter jejuni	TssB
T6CP012919	T6SS00928	JX436460	9864	11318	Campylobacter jejuni	TssC
T6CP012920	T6SS00928	JX436460	11321	11713	Campylobacter jejuni	TssE
T6CP012921	T6SS00928	JX436460	11710	13431	Campylobacter jejuni	TssF
T6CP012922	T6SS00928	JX436460	13428	14336	Campylobacter jejuni	TssG
T6CP012923	T6SS00928	JX436460	14486	17002	Campylobacter jejuni	TssI
T6CP012924	T6SS00928	JX436460	1	900	Campylobacter jejuni	FHA
T6CP012947	T6SS00929	HG326223	2365103	2367463	Serratia marcescens subsp. marcescens Db11	TssI
T6CP012948	T6SS00929	HG326223	2373907	2374437	Serratia marcescens subsp. marcescens Db11	TssJ
T6CP012949	T6SS00929	HG326223	2374478	2375824	Serratia marcescens subsp. marcescens Db11	TssK
T6CP012950	T6SS00929	HG326223	2375828	2377048	Serratia marcescens subsp. marcescens Db11	TssL
T6CP012951	T6SS00929	HG326223	2377048	2380683	Serratia marcescens subsp. marcescens Db11	TssM
T6CP012952	T6SS00929	HG326223	2381445	2382476	Serratia marcescens subsp. marcescens Db11	TssA
T6CP012953	T6SS00929	HG326223	2382597	2383133	Serratia marcescens subsp. marcescens Db11	TssB
T6CP012954	T6SS00929	HG326223	2383137	2384642	Serratia marcescens subsp. marcescens Db11	TssC
T6CP012955	T6SS00929	HG326223	2386232	2386714	Serratia marcescens subsp. marcescens Db11	TssD
T6CP012956	T6SS00929	HG326223	2392860	2393435	Serratia marcescens subsp. marcescens Db11	TssE
T6CP012957	T6SS00929	HG326223	2393440	2395326	Serratia marcescens subsp. marcescens Db11	TssF
T6CP012958	T6SS00929	HG326223	2395323	2396393	Serratia marcescens subsp. marcescens Db11	TssG
T6CP012959	T6SS00929	HG326223	2396450	2399104	Serratia marcescens subsp. marcescens Db11	TssH
T6CP012960	T6SS00929	HG326223	2400742	2402670	Serratia marcescens subsp. marcescens Db11	TssI
T6CP016042	T6SS00930	NZ_AOGL01000004	11200	11679	Escherichia coli SEPT362	TssD
T6CP016043	T6SS00930	NZ_AOGL01000004	11706	13055	Escherichia coli SEPT362	TssA
T6CP016044	T6SS00930	NZ_AOGL01000004	13066	16500	Escherichia coli SEPT362	TssM
T6CP016045	T6SS00930	NZ_AOGL01000004	16609	18021	Escherichia coli SEPT362	TssA
T6CP016046	T6SS00930	NZ_AOGL01000004	18766	21525	Escherichia coli SEPT362	TssH
T6CP016047	T6SS00930	NZ_AOGL01000004	21534	22295	Escherichia coli SEPT362	TssL
T6CP016048	T6SS00930	NZ_AOGL01000004	22300	23631	Escherichia coli SEPT362	TssK
T6CP016049	T6SS00930	NZ_AOGL01000004	23634	24158	Escherichia coli SEPT362	TssJ
T6CP016050	T6SS00930	NZ_AOGL01000004	25460	26542	Escherichia coli SEPT362	TssG
T6CP016051	T6SS00930	NZ_AOGL01000004	26506	28356	Escherichia coli SEPT362	TssF
T6CP016052	T6SS00930	NZ_AOGL01000004	28360	28773	Escherichia coli SEPT362	TssE
T6CP016053	T6SS00930	NZ_AOGL01000004	28780	30255	Escherichia coli SEPT362	TssC
T6CP016054	T6SS00930	NZ_AOGL01000004	30565	31065	Escherichia coli SEPT362	TssB
T6CP016055	T6SS00930	NZ_AOGL01000004	31762	32280	Escherichia coli SEPT362	TssD
T6CP016056	T6SS00930	NZ_AOGL01000004	32490	34631	Escherichia coli SEPT362	TssI
T6CP016057	T6SS00931	NZ_JACEFV010000001	883479	886016	Escherichia coli	TssH
T6CP016058	T6SS00931	NZ_JACEFV010000001	886032	889436	Escherichia coli	TssM
T6CP016059	T6SS00931	NZ_JACEFV010000001	889442	890011	Escherichia coli	TssL
T6CP016060	T6SS00931	NZ_JACEFV010000001	890371	891783	Escherichia coli	TssK
T6CP016061	T6SS00931	NZ_JACEFV010000001	891802	892353	Escherichia coli	TssJ
T6CP016062	T6SS00931	NZ_JACEFV010000001	892361	893437	Escherichia coli	TssA
T6CP016063	T6SS00931	NZ_JACEFV010000001	894228	896210	Escherichia coli	TssI
T6CP016064	T6SS00931	NZ_JACEFV010000001	896223	897155	Escherichia coli	TssG
T6CP016065	T6SS00931	NZ_JACEFV010000001	897146	898948	Escherichia coli	TssF
T6CP016066	T6SS00931	NZ_JACEFV010000001	899373	899879	Escherichia coli	TssD
T6CP016067	T6SS00931	NZ_JACEFV010000001	899889	901367	Escherichia coli	TssC
T6CP016068	T6SS00931	NZ_JACEFV010000001	901370	901846	Escherichia coli	TssB
T6CP016069	T6SS00935	NZ_JACEFV010000001	909481	910848	Escherichia coli	TssA
T6CP016070	T6SS00935	NZ_JACEFV010000001	915218	915649	Escherichia coli	TssE
T6CP016071	T6SS00935	NZ_JACEFV010000001	915652	916188	Escherichia coli	TssJ
T6CP016072	T6SS00935	NZ_JACEFV010000001	916169	917269	Escherichia coli	TssG
T6CP016073	T6SS00935	NZ_JACEFV010000001	917224	918987	Escherichia coli	TssF
T6CP016074	T6SS00935	NZ_JACEFV010000001	919689	921287	Escherichia coli	TssA
T6CP016075	T6SS00935	NZ_JACEFV010000001	929314	931839	Escherichia coli	TssI
T6CP016076	T6SS00935	NZ_JACEFV010000001	932925	935582	Escherichia coli	TssH
T6CP016077	T6SS00935	NZ_JACEFV010000001	935751	936242	Escherichia coli	TssD
T6CP016078	T6SS00935	NZ_JACEFV010000001	937981	938634	Escherichia coli	TssL
T6CP016079	T6SS00935	NZ_JACEFV010000001	938631	939968	Escherichia coli	TssK
T6CP016080	T6SS00935	NZ_JACEFV010000001	939984	941528	Escherichia coli	TssC
T6CP016081	T6SS00935	NZ_JACEFV010000001	941550	942047	Escherichia coli	TssB
T6CP012925	T6SS00937	KM251715	501	980	Escherichia coli	TssD
T6CP012926	T6SS00937	KM251715	998	2356	Escherichia coli	TssA
T6CP012927	T6SS00937	KM251715	2367	5384	Escherichia coli	TssM
T6CP012928	T6SS00937	KM251715	5416	5895	Escherichia coli	TssM
T6CP012929	T6SS00937	KM251715	5915	7357	Escherichia coli	TssA
T6CP012930	T6SS00937	KM251715	5915	7357	Escherichia coli	TssA
T6CP012931	T6SS00937	KM251715	8102	9160	Escherichia coli	TssH
T6CP012932	T6SS00937	KM251715	9115	9744	Escherichia coli	TssH
T6CP012933	T6SS00937	KM251715	9716	10864	Escherichia coli	TssH
T6CP012934	T6SS00937	KM251715	10874	11638	Escherichia coli	TssL
T6CP012935	T6SS00937	KM251715	11643	12989	Escherichia coli	TssK
T6CP012936	T6SS00937	KM251715	12992	13516	Escherichia coli	TssJ
T6CP012937	T6SS00937	KM251715	14811	15860	Escherichia coli	TssG
T6CP012938	T6SS00937	KM251715	15824	17665	Escherichia coli	TssF
T6CP012939	T6SS00937	KM251715	17671	18096	Escherichia coli	TssE
T6CP012940	T6SS00937	KM251715	18101	19156	Escherichia coli	TssC
T6CP012941	T6SS00937	KM251715	19119	19586	Escherichia coli	TssC
T6CP012942	T6SS00937	KM251715	19609	20112	Escherichia coli	TssB
T6CP012943	T6SS00937	KM251715	20818	21336	Escherichia coli	TssD
T6CP012944	T6SS00937	KM251715	21557	23539	Escherichia coli	TssI
T6CP012945	T6SS00937	KM251715	13513	14121	Escherichia coli	FHA
T6CP012946	T6SS00937	KM251715	14021	14794	Escherichia coli	FHA
T6CP015465	T6SS00939	NZ_CH902589	1440993	1443143	Vibrio alginolyticus 12G01	TagE
T6CP015466	T6SS00939	NZ_CH902589	1443456	1444649	Vibrio alginolyticus 12G01	TagH
T6CP015467	T6SS00939	NZ_CH902589	1444661	1445116	Vibrio alginolyticus 12G01	TssJ
T6CP015468	T6SS00939	NZ_CH902589	1445138	1446463	Vibrio alginolyticus 12G01	TssK
T6CP015469	T6SS00939	NZ_CH902589	1446475	1447767	Vibrio alginolyticus 12G01	TssL
T6CP015470	T6SS00939	NZ_CH902589	1447784	1451302	Vibrio alginolyticus 12G01	TssM
T6CP015471	T6SS00939	NZ_CH902589	1451284	1451979	Vibrio alginolyticus 12G01	TagF
T6CP015472	T6SS00939	NZ_CH902589	1451989	1452783	Vibrio alginolyticus 12G01	TagG
T6CP015473	T6SS00939	NZ_CH902589	1452776	1453891	Vibrio alginolyticus 12G01	TssA
T6CP015474	T6SS00939	NZ_CH902589	1453907	1454437	Vibrio alginolyticus 12G01	TssB
T6CP015475	T6SS00939	NZ_CH902589	1454437	1455930	Vibrio alginolyticus 12G01	TssC
T6CP015476	T6SS00939	NZ_CH902589	1455983	1457494	Vibrio alginolyticus 12G01	TssC
T6CP015477	T6SS00939	NZ_CH902589	1457505	1458299	Vibrio alginolyticus 12G01	TagJ
T6CP015478	T6SS00939	NZ_CH902589	1458307	1458771	Vibrio alginolyticus 12G01	TssE
T6CP015479	T6SS00939	NZ_CH902589	1458768	1460591	Vibrio alginolyticus 12G01	TssF
T6CP015480	T6SS00939	NZ_CH902589	1460588	1461553	Vibrio alginolyticus 12G01	TssG
T6CP015481	T6SS00939	NZ_CH902589	1461564	1464131	Vibrio alginolyticus 12G01	TssH
T6CP015482	T6SS00939	NZ_CH902589	1464340	1464819	Vibrio alginolyticus 12G01	TssD
T6CP015483	T6SS00939	NZ_CH902589	1464869	1466704	Vibrio alginolyticus 12G01	TssI
T6CP015484	T6SS00939	NZ_CH902589	1466716	1467006	Vibrio alginolyticus 12G01	PAAR
T6CP016141	T6SS00941	KX118288	1	1902	Escherichia coli	Ct1A
T6CP016142	T6SS00941	KX118288	1930	2391	Escherichia coli	Ct1B
T6CP016143	T6SS00941	KX118288	2411	7273	Escherichia coli	Ct1C
T6CP016144	T6SS00941	KX118288	7270	7521	Escherichia coli	Ct1D
T6CP016145	T6SS00941	KX118288	7636	7947	Escherichia coli	Ct1E
T6CP016146	T6SS00942	KX118287	1	1902	Escherichia coli	Ct3A
T6CP016147	T6SS00942	KX118287	1930	2391	Escherichia coli	Ct3B
T6CP016148	T6SS00942	KX118287	2411	7210	Escherichia coli	Ct3C
T6CP016149	T6SS00942	KX118287	7212	7577	Escherichia coli	Ct3D
T6CP016150	T6SS00943	KX118290	81	2081	Escherichia coli	Het2A
T6CP016151	T6SS00943	KX118290	2071	2733	Escherichia coli	Het2B
T6CP016152	T6SS00944	KX118289	81	1430	Escherichia coli	Het1
T6CP016153	T6SS00944	KX118289	1508	1858	Escherichia coli	Het2
T6CP016154	T6SS00944	KX118289	1861	2145	Escherichia coli	Het3
T6CP016155	T6SS00944	KX118289	2331	2552	Escherichia coli	Het4
T6CP016156	T6SS00944	KX118289	2553	2843	Escherichia coli	Het5
T6CP016157	T6SS00944	KX118289	3252	3542	Escherichia coli	Het6
T6CP015946	T6SS00945	NZ_BATJ01000006	17401	20064	Vibrio proteolyticus NBRC 13287	TssH
T6CP015947	T6SS00945	NZ_BATJ01000006	20528	21046	Vibrio proteolyticus NBRC 13287	TssD
T6CP015948	T6SS00945	NZ_BATJ01000006	21119	23197	Vibrio proteolyticus NBRC 13287	TssI
T6CP015949	T6SS00945	NZ_BATJ01000006	29200	30753	Vibrio proteolyticus NBRC 13287	TssA
T6CP015950	T6SS00945	NZ_BATJ01000006	30780	31289	Vibrio proteolyticus NBRC 13287	TssB
T6CP015951	T6SS00945	NZ_BATJ01000006	31299	32777	Vibrio proteolyticus NBRC 13287	TssC
T6CP015952	T6SS00945	NZ_BATJ01000006	32841	33251	Vibrio proteolyticus NBRC 13287	TssE
T6CP015953	T6SS00945	NZ_BATJ01000006	33270	35018	Vibrio proteolyticus NBRC 13287	TssF
T6CP015954	T6SS00945	NZ_BATJ01000006	35015	36013	Vibrio proteolyticus NBRC 13287	TssG
T6CP015955	T6SS00945	NZ_BATJ01000006	36549	39941	Vibrio proteolyticus NBRC 13287	TssM
T6CP015956	T6SS00945	NZ_BATJ01000006	39976	41328	Vibrio proteolyticus NBRC 13287	TssA
T6CP015957	T6SS00945	NZ_BATJ01000006	44050	44550	Vibrio proteolyticus NBRC 13287	TssJ
T6CP015958	T6SS00945	NZ_BATJ01000006	44562	45887	Vibrio proteolyticus NBRC 13287	TssK
T6CP015959	T6SS00945	NZ_BATJ01000006	45884	46675	Vibrio proteolyticus NBRC 13287	TssL
T6CP016158	T6SS00946	KX118293	1	2514	Escherichia coli	Vt4A
T6CP016159	T6SS00946	KX118293	2536	3138	Escherichia coli	Vt4B
T6CP016160	T6SS00946	KX118293	3140	3691	Escherichia coli	Vt4C
T6CP016161	T6SS00946	KX118293	3769	4983	Escherichia coli	Vt4D
T6CP016162	T6SS00946	KX118293	5040	8366	Escherichia coli	Vt4E
T6CP016163	T6SS00947	KX118292	1	2481	Escherichia coli	Vt6A
T6CP016164	T6SS00947	KX118292	2514	3167	Escherichia coli	Vt6B
T6CP016165	T6SS00947	KX118292	3177	3626	Escherichia coli	Vt6C
T6CP016166	T6SS00947	KX118292	3732	4946	Escherichia coli	Vt6D
T6CP012961	T6SS00948	CP006870	2935924	2938176	Aeromonas hydrophila NJ-35	TssH
T6CP012962	T6SS00948	CP006870	2944800	2946848	Aeromonas hydrophila NJ-35	TssI
T6CP012963	T6SS00948	CP006870	2947404	2948834	Aeromonas hydrophila NJ-35	TssA
T6CP012964	T6SS00948	CP006870	2948881	2952366	Aeromonas hydrophila NJ-35	TssM
T6CP012965	T6SS00948	CP006870	2952408	2953853	Aeromonas hydrophila NJ-35	TssA
T6CP012966	T6SS00948	CP006870	2956008	2958650	Aeromonas hydrophila NJ-35	TssH
T6CP012967	T6SS00948	CP006870	2958671	2959450	Aeromonas hydrophila NJ-35	TssL
T6CP012968	T6SS00948	CP006870	2959473	2960807	Aeromonas hydrophila NJ-35	TssK
T6CP012969	T6SS00948	CP006870	2960810	2961325	Aeromonas hydrophila NJ-35	TssJ
T6CP012970	T6SS00948	CP006870	2962632	2963630	Aeromonas hydrophila NJ-35	TssG
T6CP012971	T6SS00948	CP006870	2963594	2965360	Aeromonas hydrophila NJ-35	TssF
T6CP012972	T6SS00948	CP006870	2965364	2965795	Aeromonas hydrophila NJ-35	TssE
T6CP012973	T6SS00948	CP006870	2965802	2967280	Aeromonas hydrophila NJ-35	TssC
T6CP012974	T6SS00948	CP006870	2967319	2967822	Aeromonas hydrophila NJ-35	TssB
T6CP012975	T6SS00948	CP006870	2972993	2975224	Aeromonas hydrophila NJ-35	TssI
T6CP012976	T6SS00948	CP006870	2975502	2976020	Aeromonas hydrophila NJ-35	TssD
T6CP259654	T6SS01006	CP009538	2078288	2082181	Burkholderia pseudomallei K96243	TssM
T6CP259655	T6SS01006	CP009538	2077302	2078291	Burkholderia pseudomallei K96243	TagF
T6CP259656	T6SS01006	CP009538	2075045	2076166	Burkholderia pseudomallei K96243	TssA
T6CP259657	T6SS01006	CP009538	2072286	2074955	Burkholderia pseudomallei K96243	TssH
T6CP259658	T6SS01006	CP009538	2071152	2072252	Burkholderia pseudomallei K96243	TssG
T6CP259659	T6SS01006	CP009538	2069350	2071188	Burkholderia pseudomallei K96243	TssF
T6CP259660	T6SS01006	CP009538	2068788	2069270	Burkholderia pseudomallei K96243	TssE
T6CP259661	T6SS01006	CP009538	2068227	2068730	Burkholderia pseudomallei K96243	TssD
T6CP259662	T6SS01006	CP009538	2066664	2068154	Burkholderia pseudomallei K96243	TssC
T6CP259663	T6SS01006	CP009538	2066129	2066647	Burkholderia pseudomallei K96243	TssB
T6CP259664	T6SS01006	CP009538	2064432	2065046	Burkholderia pseudomallei K96243	TssJ
T6CP259665	T6SS01006	CP009538	2062977	2064323	Burkholderia pseudomallei K96243	TssK
T6CP259666	T6SS01006	CP009538	2062195	2062980	Burkholderia pseudomallei K96243	TssL
T6CP013168	T6SS01013	CP038008	2124567	2125070	Citrobacter rodentium	TssE
T6CP013169	T6SS01013	CP038008	2127043	2129352	Citrobacter rodentium	TssI
T6CP013170	T6SS01013	CP038008	2133898	2135253	Citrobacter rodentium	TssL
T6CP013171	T6SS01013	CP038008	2135253	2136599	Citrobacter rodentium	TssK
T6CP013172	T6SS01013	CP038008	2136603	2137163	Citrobacter rodentium	TssJ
T6CP013173	T6SS01013	CP038008	2137221	2137706	Citrobacter rodentium	TssD
T6CP013174	T6SS01013	CP038008	2137866	2139365	Citrobacter rodentium	TssC
T6CP013175	T6SS01013	CP038008	2139387	2139905	Citrobacter rodentium	TssB
T6CP013176	T6SS01013	CP038008	2144634	2147324	Citrobacter rodentium	TssH
T6CP013177	T6SS01013	CP038008	2147627	2149507	Citrobacter rodentium	TssF
T6CP013178	T6SS01013	CP038008	2149504	2150535	Citrobacter rodentium	TssG
T6CP013179	T6SS01013	CP038008	2150532	2151602	Citrobacter rodentium	TssA
T6CP013332	T6SS01028	KY319183	2525	3034	Vibrio fluvialis	TssB
T6CP013333	T6SS01028	KY319183	3081	4556	Vibrio fluvialis	TssC
T6CP013334	T6SS01028	KY319183	4559	4996	Vibrio fluvialis	TssE
T6CP013335	T6SS01028	KY319183	5002	6771	Vibrio fluvialis	TssF
T6CP013336	T6SS01028	KY319183	6735	7751	Vibrio fluvialis	TssG
T6CP013337	T6SS01028	KY319183	9236	9712	Vibrio fluvialis	TssJ
T6CP013338	T6SS01028	KY319183	9719	11053	Vibrio fluvialis	TssK
T6CP013339	T6SS01028	KY319183	11056	11829	Vibrio fluvialis	TssL
T6CP013340	T6SS01028	KY319183	11856	14468	Vibrio fluvialis	TssH
T6CP013341	T6SS01028	KY319183	16732	18132	Vibrio fluvialis	TssA
T6CP013342	T6SS01028	KY319183	18151	21696	Vibrio fluvialis	TssM
T6CP013343	T6SS01029	KY319184	1341	4751	Vibrio fluvialis	TssM
T6CP013344	T6SS01029	KY319184	5989	7278	Vibrio fluvialis	TssK
T6CP013345	T6SS01029	KY319184	7325	7840	Vibrio fluvialis	TssJ
T6CP013346	T6SS01029	KY319184	9566	12184	Vibrio fluvialis	TssH
T6CP013347	T6SS01029	KY319184	12150	13175	Vibrio fluvialis	TssG
T6CP013348	T6SS01029	KY319184	13166	14941	Vibrio fluvialis	TssF
T6CP013349	T6SS01029	KY319184	15353	16777	Vibrio fluvialis	TssC
T6CP013350	T6SS01029	KY319184	16806	18284	Vibrio fluvialis	TssC
