seqid	genome_id	scaffold	start	end
tailgene_GCF_022510045.1_GCF_022510045.1_NZ_JAKMVD010000034.1_20	GCF_022510045.1	GCF_022510045.1_NZ_JAKMVD010000034.1	16444	16962
tailgene_GCF_022510045.1_GCF_022510045.1_NZ_JAKMVD010000034.1_21	GCF_022510045.1	GCF_022510045.1_NZ_JAKMVD010000034.1	16962	18821
tailgene_GCF_022510045.1_GCF_022510045.1_NZ_JAKMVD010000034.1_22	GCF_022510045.1	GCF_022510045.1_NZ_JAKMVD010000034.1	18832	19431
tailgene_GCF_022510045.1_GCF_022510045.1_NZ_JAKMVD010000034.1_23	GCF_022510045.1	GCF_022510045.1_NZ_JAKMVD010000034.1	19419	20459
tailgene_GCF_022510045.1_GCF_022510045.1_NZ_JAKMVD010000034.1_24	GCF_022510045.1	GCF_022510045.1_NZ_JAKMVD010000034.1	20449	20847
tailgene_GCF_022510045.1_GCF_022510045.1_NZ_JAKMVD010000034.1_25	GCF_022510045.1	GCF_022510045.1_NZ_JAKMVD010000034.1	20844	21356
tailgene_GCF_022510045.1_GCF_022510045.1_NZ_JAKMVD010000034.1_26	GCF_022510045.1	GCF_022510045.1_NZ_JAKMVD010000034.1	21353	22480
tailgene_GCF_022510045.1_GCF_022510045.1_NZ_JAKMVD010000034.1_27	GCF_022510045.1	GCF_022510045.1_NZ_JAKMVD010000034.1	22484	23908
tailgene_GCF_022510045.1_GCF_022510045.1_NZ_JAKMVD010000034.1_28	GCF_022510045.1	GCF_022510045.1_NZ_JAKMVD010000034.1	23905	26064
tailgene_GCF_022510045.1_GCF_022510045.1_NZ_JAKMVD010000034.1_29	GCF_022510045.1	GCF_022510045.1_NZ_JAKMVD010000034.1	26089	26184
tailgene_GCF_022510045.1_GCF_022510045.1_NZ_JAKMVD010000034.1_30	GCF_022510045.1	GCF_022510045.1_NZ_JAKMVD010000034.1	26195	26491
tailgene_GCF_022510045.1_GCF_022510045.1_NZ_JAKMVD010000034.1_31	GCF_022510045.1	GCF_022510045.1_NZ_JAKMVD010000034.1	26488	26835
tailgene_GCF_022510045.1_GCF_022510045.1_NZ_JAKMVD010000034.1_32	GCF_022510045.1	GCF_022510045.1_NZ_JAKMVD010000034.1	26896	28392
tailgene_GCF_022510045.1_GCF_022510045.1_NZ_JAKMVD010000034.1_33	GCF_022510045.1	GCF_022510045.1_NZ_JAKMVD010000034.1	28411	28599
tailgene_GCF_022510045.1_GCF_022510045.1_NZ_JAKMVD010000034.1_34	GCF_022510045.1	GCF_022510045.1_NZ_JAKMVD010000034.1	28596	29186
tailgene_GCF_022510045.1_GCF_022510045.1_NZ_JAKMVD010000034.1_35	GCF_022510045.1	GCF_022510045.1_NZ_JAKMVD010000034.1	29232	29570
tailgene_GCF_022510045.1_GCF_022510045.1_NZ_JAKMVD010000034.1_36	GCF_022510045.1	GCF_022510045.1_NZ_JAKMVD010000034.1	29551	29940
tailgene_GCF_022510045.1_GCF_022510045.1_NZ_JAKMVD010000034.1_37	GCF_022510045.1	GCF_022510045.1_NZ_JAKMVD010000034.1	30063	31235
tailgene_GCF_022510045.1_GCF_022510045.1_NZ_JAKMVD010000034.1_38	GCF_022510045.1	GCF_022510045.1_NZ_JAKMVD010000034.1	31247	31432
tailgene_GCF_022510045.1_GCF_022510045.1_NZ_JAKMVD010000034.1_39	GCF_022510045.1	GCF_022510045.1_NZ_JAKMVD010000034.1	31705	32148
tailgene_GCF_022510045.1_GCF_022510045.1_NZ_JAKMVD010000034.1_40	GCF_022510045.1	GCF_022510045.1_NZ_JAKMVD010000034.1	32290	32949
tailgene_GCF_022510045.1_GCF_022510045.1_NZ_JAKMVD010000034.1_41	GCF_022510045.1	GCF_022510045.1_NZ_JAKMVD010000034.1	33104	33352
tailgene_GCF_022510045.1_GCF_022510045.1_NZ_JAKMVD010000034.1_42	GCF_022510045.1	GCF_022510045.1_NZ_JAKMVD010000034.1	33474	33716
tailgene_GCF_022510065.1_GCF_022510065.1_NZ_JAKMVC010000036.1_17	GCF_022510065.1	GCF_022510065.1_NZ_JAKMVC010000036.1	14438	15037
tailgene_GCF_022510065.1_GCF_022510065.1_NZ_JAKMVC010000036.1_18	GCF_022510065.1	GCF_022510065.1_NZ_JAKMVC010000036.1	15449	15961
tailgene_GCF_022510065.1_GCF_022510065.1_NZ_JAKMVC010000036.1_19	GCF_022510065.1	GCF_022510065.1_NZ_JAKMVC010000036.1	15958	16503
tailgene_GCF_022510065.1_GCF_022510065.1_NZ_JAKMVC010000036.1_20	GCF_022510065.1	GCF_022510065.1_NZ_JAKMVC010000036.1	16632	17150
tailgene_GCF_022510065.1_GCF_022510065.1_NZ_JAKMVC010000036.1_21	GCF_022510065.1	GCF_022510065.1_NZ_JAKMVC010000036.1	17150	19009
tailgene_GCF_022510065.1_GCF_022510065.1_NZ_JAKMVC010000036.1_22	GCF_022510065.1	GCF_022510065.1_NZ_JAKMVC010000036.1	19020	19619
tailgene_GCF_022510065.1_GCF_022510065.1_NZ_JAKMVC010000036.1_23	GCF_022510065.1	GCF_022510065.1_NZ_JAKMVC010000036.1	19607	20647
tailgene_GCF_022510065.1_GCF_022510065.1_NZ_JAKMVC010000036.1_24	GCF_022510065.1	GCF_022510065.1_NZ_JAKMVC010000036.1	20637	21035
tailgene_GCF_022510065.1_GCF_022510065.1_NZ_JAKMVC010000036.1_25	GCF_022510065.1	GCF_022510065.1_NZ_JAKMVC010000036.1	21032	21544
tailgene_GCF_022510065.1_GCF_022510065.1_NZ_JAKMVC010000036.1_26	GCF_022510065.1	GCF_022510065.1_NZ_JAKMVC010000036.1	21541	22668
tailgene_GCF_022510065.1_GCF_022510065.1_NZ_JAKMVC010000036.1_27	GCF_022510065.1	GCF_022510065.1_NZ_JAKMVC010000036.1	22672	24084
tailgene_GCF_022510065.1_GCF_022510065.1_NZ_JAKMVC010000036.1_28	GCF_022510065.1	GCF_022510065.1_NZ_JAKMVC010000036.1	24081	26240
tailgene_GCF_022510065.1_GCF_022510065.1_NZ_JAKMVC010000036.1_29	GCF_022510065.1	GCF_022510065.1_NZ_JAKMVC010000036.1	26265	26360
tailgene_GCF_022510065.1_GCF_022510065.1_NZ_JAKMVC010000036.1_30	GCF_022510065.1	GCF_022510065.1_NZ_JAKMVC010000036.1	26371	26667
tailgene_GCF_022510065.1_GCF_022510065.1_NZ_JAKMVC010000036.1_31	GCF_022510065.1	GCF_022510065.1_NZ_JAKMVC010000036.1	26664	27011
tailgene_GCF_022510065.1_GCF_022510065.1_NZ_JAKMVC010000036.1_32	GCF_022510065.1	GCF_022510065.1_NZ_JAKMVC010000036.1	27072	28568
tailgene_GCF_022510065.1_GCF_022510065.1_NZ_JAKMVC010000036.1_33	GCF_022510065.1	GCF_022510065.1_NZ_JAKMVC010000036.1	28587	28775
tailgene_GCF_022510065.1_GCF_022510065.1_NZ_JAKMVC010000036.1_34	GCF_022510065.1	GCF_022510065.1_NZ_JAKMVC010000036.1	28772	29362
tailgene_GCF_022510065.1_GCF_022510065.1_NZ_JAKMVC010000036.1_35	GCF_022510065.1	GCF_022510065.1_NZ_JAKMVC010000036.1	29408	29746
tailgene_GCF_022510065.1_GCF_022510065.1_NZ_JAKMVC010000036.1_36	GCF_022510065.1	GCF_022510065.1_NZ_JAKMVC010000036.1	29727	30116
tailgene_GCF_022510065.1_GCF_022510065.1_NZ_JAKMVC010000036.1_37	GCF_022510065.1	GCF_022510065.1_NZ_JAKMVC010000036.1	30239	31411
tailgene_GCF_022510065.1_GCF_022510065.1_NZ_JAKMVC010000036.1_38	GCF_022510065.1	GCF_022510065.1_NZ_JAKMVC010000036.1	31423	31608
tailgene_GCF_022510065.1_GCF_022510065.1_NZ_JAKMVC010000036.1_39	GCF_022510065.1	GCF_022510065.1_NZ_JAKMVC010000036.1	31881	32324
tailgene_GCF_022510065.1_GCF_022510065.1_NZ_JAKMVC010000036.1_40	GCF_022510065.1	GCF_022510065.1_NZ_JAKMVC010000036.1	32466	33125
tailgene_GCF_022510065.1_GCF_022510065.1_NZ_JAKMVC010000036.1_41	GCF_022510065.1	GCF_022510065.1_NZ_JAKMVC010000036.1	33280	33528
tailgene_GCF_022510065.1_GCF_022510065.1_NZ_JAKMVC010000036.1_42	GCF_022510065.1	GCF_022510065.1_NZ_JAKMVC010000036.1	33650	33892
tailgene_GCF_022510085.1_GCF_022510085.1_NZ_JAKMVE010000009.1_17	GCF_022510085.1	GCF_022510085.1_NZ_JAKMVE010000009.1	14389	15051
tailgene_GCF_022510085.1_GCF_022510085.1_NZ_JAKMVE010000009.1_18	GCF_022510085.1	GCF_022510085.1_NZ_JAKMVE010000009.1	15401	15913
tailgene_GCF_022510085.1_GCF_022510085.1_NZ_JAKMVE010000009.1_19	GCF_022510085.1	GCF_022510085.1_NZ_JAKMVE010000009.1	15910	16455
tailgene_GCF_022510085.1_GCF_022510085.1_NZ_JAKMVE010000009.1_20	GCF_022510085.1	GCF_022510085.1_NZ_JAKMVE010000009.1	16567	17112
tailgene_GCF_022510085.1_GCF_022510085.1_NZ_JAKMVE010000009.1_21	GCF_022510085.1	GCF_022510085.1_NZ_JAKMVE010000009.1	17123	18655
tailgene_GCF_022510085.1_GCF_022510085.1_NZ_JAKMVE010000009.1_22	GCF_022510085.1	GCF_022510085.1_NZ_JAKMVE010000009.1	18666	19265
tailgene_GCF_022510085.1_GCF_022510085.1_NZ_JAKMVE010000009.1_23	GCF_022510085.1	GCF_022510085.1_NZ_JAKMVE010000009.1	19253	20293
tailgene_GCF_022510085.1_GCF_022510085.1_NZ_JAKMVE010000009.1_24	GCF_022510085.1	GCF_022510085.1_NZ_JAKMVE010000009.1	20283	20681
tailgene_GCF_022510085.1_GCF_022510085.1_NZ_JAKMVE010000009.1_25	GCF_022510085.1	GCF_022510085.1_NZ_JAKMVE010000009.1	20678	21190
tailgene_GCF_022510085.1_GCF_022510085.1_NZ_JAKMVE010000009.1_26	GCF_022510085.1	GCF_022510085.1_NZ_JAKMVE010000009.1	21187	22314
tailgene_GCF_022510085.1_GCF_022510085.1_NZ_JAKMVE010000009.1_27	GCF_022510085.1	GCF_022510085.1_NZ_JAKMVE010000009.1	22318	23742
tailgene_GCF_022510085.1_GCF_022510085.1_NZ_JAKMVE010000009.1_28	GCF_022510085.1	GCF_022510085.1_NZ_JAKMVE010000009.1	23739	25898
tailgene_GCF_022510085.1_GCF_022510085.1_NZ_JAKMVE010000009.1_29	GCF_022510085.1	GCF_022510085.1_NZ_JAKMVE010000009.1	25923	26018
tailgene_GCF_022510085.1_GCF_022510085.1_NZ_JAKMVE010000009.1_30	GCF_022510085.1	GCF_022510085.1_NZ_JAKMVE010000009.1	26029	26325
tailgene_GCF_022510085.1_GCF_022510085.1_NZ_JAKMVE010000009.1_31	GCF_022510085.1	GCF_022510085.1_NZ_JAKMVE010000009.1	26322	26669
tailgene_GCF_022510085.1_GCF_022510085.1_NZ_JAKMVE010000009.1_32	GCF_022510085.1	GCF_022510085.1_NZ_JAKMVE010000009.1	26730	28226
tailgene_GCF_022510085.1_GCF_022510085.1_NZ_JAKMVE010000009.1_33	GCF_022510085.1	GCF_022510085.1_NZ_JAKMVE010000009.1	28245	28433
tailgene_GCF_022510085.1_GCF_022510085.1_NZ_JAKMVE010000009.1_34	GCF_022510085.1	GCF_022510085.1_NZ_JAKMVE010000009.1	28430	29020
tailgene_GCF_022510085.1_GCF_022510085.1_NZ_JAKMVE010000009.1_35	GCF_022510085.1	GCF_022510085.1_NZ_JAKMVE010000009.1	29067	29405
tailgene_GCF_022510085.1_GCF_022510085.1_NZ_JAKMVE010000009.1_36	GCF_022510085.1	GCF_022510085.1_NZ_JAKMVE010000009.1	29386	29775
tailgene_GCF_022510085.1_GCF_022510085.1_NZ_JAKMVE010000009.1_37	GCF_022510085.1	GCF_022510085.1_NZ_JAKMVE010000009.1	30135	30578
tailgene_GCF_022510085.1_GCF_022510085.1_NZ_JAKMVE010000009.1_38	GCF_022510085.1	GCF_022510085.1_NZ_JAKMVE010000009.1	30720	31379
tailgene_GCF_022510085.1_GCF_022510085.1_NZ_JAKMVE010000009.1_39	GCF_022510085.1	GCF_022510085.1_NZ_JAKMVE010000009.1	31533	31781
tailgene_GCF_022510085.1_GCF_022510085.1_NZ_JAKMVE010000009.1_40	GCF_022510085.1	GCF_022510085.1_NZ_JAKMVE010000009.1	31903	32145
tailgene_GCF_022510085.1_GCF_022510085.1_NZ_JAKMVE010000009.1_41	GCF_022510085.1	GCF_022510085.1_NZ_JAKMVE010000009.1	32251	34173
tailgene_GCF_022510085.1_GCF_022510085.1_NZ_JAKMVE010000009.1_42	GCF_022510085.1	GCF_022510085.1_NZ_JAKMVE010000009.1	34246	35727
tailgene_GCF_022510105.1_GCF_022510105.1_NZ_JAKMVF010000007.1_176	GCF_022510105.1	GCF_022510105.1_NZ_JAKMVF010000007.1	208296	209777
tailgene_GCF_022510105.1_GCF_022510105.1_NZ_JAKMVF010000007.1_177	GCF_022510105.1	GCF_022510105.1_NZ_JAKMVF010000007.1	210500	212422
tailgene_GCF_022510105.1_GCF_022510105.1_NZ_JAKMVF010000007.1_178	GCF_022510105.1	GCF_022510105.1_NZ_JAKMVF010000007.1	212528	212770
tailgene_GCF_022510105.1_GCF_022510105.1_NZ_JAKMVF010000007.1_179	GCF_022510105.1	GCF_022510105.1_NZ_JAKMVF010000007.1	212892	213140
tailgene_GCF_022510105.1_GCF_022510105.1_NZ_JAKMVF010000007.1_180	GCF_022510105.1	GCF_022510105.1_NZ_JAKMVF010000007.1	213295	213954
tailgene_GCF_022510105.1_GCF_022510105.1_NZ_JAKMVF010000007.1_181	GCF_022510105.1	GCF_022510105.1_NZ_JAKMVF010000007.1	214096	214539
tailgene_GCF_022510105.1_GCF_022510105.1_NZ_JAKMVF010000007.1_182	GCF_022510105.1	GCF_022510105.1_NZ_JAKMVF010000007.1	214812	214997
tailgene_GCF_022510105.1_GCF_022510105.1_NZ_JAKMVF010000007.1_183	GCF_022510105.1	GCF_022510105.1_NZ_JAKMVF010000007.1	215009	216181
tailgene_GCF_022510105.1_GCF_022510105.1_NZ_JAKMVF010000007.1_184	GCF_022510105.1	GCF_022510105.1_NZ_JAKMVF010000007.1	216304	216693
tailgene_GCF_022510105.1_GCF_022510105.1_NZ_JAKMVF010000007.1_185	GCF_022510105.1	GCF_022510105.1_NZ_JAKMVF010000007.1	216674	217012
tailgene_GCF_022510105.1_GCF_022510105.1_NZ_JAKMVF010000007.1_186	GCF_022510105.1	GCF_022510105.1_NZ_JAKMVF010000007.1	217058	217648
tailgene_GCF_022510105.1_GCF_022510105.1_NZ_JAKMVF010000007.1_187	GCF_022510105.1	GCF_022510105.1_NZ_JAKMVF010000007.1	217645	217833
tailgene_GCF_022510105.1_GCF_022510105.1_NZ_JAKMVF010000007.1_188	GCF_022510105.1	GCF_022510105.1_NZ_JAKMVF010000007.1	217852	219348
tailgene_GCF_022510105.1_GCF_022510105.1_NZ_JAKMVF010000007.1_189	GCF_022510105.1	GCF_022510105.1_NZ_JAKMVF010000007.1	219409	219756
tailgene_GCF_022510105.1_GCF_022510105.1_NZ_JAKMVF010000007.1_190	GCF_022510105.1	GCF_022510105.1_NZ_JAKMVF010000007.1	219753	220049
tailgene_GCF_022510105.1_GCF_022510105.1_NZ_JAKMVF010000007.1_191	GCF_022510105.1	GCF_022510105.1_NZ_JAKMVF010000007.1	220060	220155
tailgene_GCF_022510105.1_GCF_022510105.1_NZ_JAKMVF010000007.1_192	GCF_022510105.1	GCF_022510105.1_NZ_JAKMVF010000007.1	220180	222339
tailgene_GCF_022510105.1_GCF_022510105.1_NZ_JAKMVF010000007.1_193	GCF_022510105.1	GCF_022510105.1_NZ_JAKMVF010000007.1	222336	223760
tailgene_GCF_022510105.1_GCF_022510105.1_NZ_JAKMVF010000007.1_194	GCF_022510105.1	GCF_022510105.1_NZ_JAKMVF010000007.1	223764	224891
tailgene_GCF_022510105.1_GCF_022510105.1_NZ_JAKMVF010000007.1_195	GCF_022510105.1	GCF_022510105.1_NZ_JAKMVF010000007.1	224888	225400
tailgene_GCF_022510105.1_GCF_022510105.1_NZ_JAKMVF010000007.1_196	GCF_022510105.1	GCF_022510105.1_NZ_JAKMVF010000007.1	225397	225795
tailgene_GCF_022510105.1_GCF_022510105.1_NZ_JAKMVF010000007.1_197	GCF_022510105.1	GCF_022510105.1_NZ_JAKMVF010000007.1	225785	226825
tailgene_GCF_022510105.1_GCF_022510105.1_NZ_JAKMVF010000007.1_198	GCF_022510105.1	GCF_022510105.1_NZ_JAKMVF010000007.1	226813	227412
tailgene_GCF_022510105.1_GCF_022510105.1_NZ_JAKMVF010000007.1_199	GCF_022510105.1	GCF_022510105.1_NZ_JAKMVF010000007.1	227423	228886
tailgene_GCF_022510105.1_GCF_022510105.1_NZ_JAKMVF010000007.1_200	GCF_022510105.1	GCF_022510105.1_NZ_JAKMVF010000007.1	228894	229460
tailgene_GCF_022510105.1_GCF_022510105.1_NZ_JAKMVF010000007.1_201	GCF_022510105.1	GCF_022510105.1_NZ_JAKMVF010000007.1	229815	230312
tailgene_GCF_022510105.1_GCF_022510105.1_NZ_JAKMVF010000007.1_202	GCF_022510105.1	GCF_022510105.1_NZ_JAKMVF010000007.1	230545	231090
tailgene_GCF_022510105.1_GCF_022510105.1_NZ_JAKMVF010000007.1_203	GCF_022510105.1	GCF_022510105.1_NZ_JAKMVF010000007.1	231087	231599
tailgene_GCF_022510105.1_GCF_022510105.1_NZ_JAKMVF010000007.1_204	GCF_022510105.1	GCF_022510105.1_NZ_JAKMVF010000007.1	232011	232610
tailgene_GCF_022510125.1_GCF_022510125.1_NZ_JAKMVH010000034.1_2	GCF_022510125.1	GCF_022510125.1_NZ_JAKMVH010000034.1	2129	2371
tailgene_GCF_022510125.1_GCF_022510125.1_NZ_JAKMVH010000034.1_3	GCF_022510125.1	GCF_022510125.1_NZ_JAKMVH010000034.1	2493	2741
tailgene_GCF_022510125.1_GCF_022510125.1_NZ_JAKMVH010000034.1_4	GCF_022510125.1	GCF_022510125.1_NZ_JAKMVH010000034.1	2896	3555
tailgene_GCF_022510125.1_GCF_022510125.1_NZ_JAKMVH010000034.1_5	GCF_022510125.1	GCF_022510125.1_NZ_JAKMVH010000034.1	3697	4140
tailgene_GCF_022510125.1_GCF_022510125.1_NZ_JAKMVH010000034.1_6	GCF_022510125.1	GCF_022510125.1_NZ_JAKMVH010000034.1	4413	4598
tailgene_GCF_022510125.1_GCF_022510125.1_NZ_JAKMVH010000034.1_7	GCF_022510125.1	GCF_022510125.1_NZ_JAKMVH010000034.1	4610	5782
tailgene_GCF_022510125.1_GCF_022510125.1_NZ_JAKMVH010000034.1_8	GCF_022510125.1	GCF_022510125.1_NZ_JAKMVH010000034.1	5905	6294
tailgene_GCF_022510125.1_GCF_022510125.1_NZ_JAKMVH010000034.1_9	GCF_022510125.1	GCF_022510125.1_NZ_JAKMVH010000034.1	6275	6613
tailgene_GCF_022510125.1_GCF_022510125.1_NZ_JAKMVH010000034.1_10	GCF_022510125.1	GCF_022510125.1_NZ_JAKMVH010000034.1	6659	7249
tailgene_GCF_022510125.1_GCF_022510125.1_NZ_JAKMVH010000034.1_11	GCF_022510125.1	GCF_022510125.1_NZ_JAKMVH010000034.1	7246	7434
tailgene_GCF_022510125.1_GCF_022510125.1_NZ_JAKMVH010000034.1_12	GCF_022510125.1	GCF_022510125.1_NZ_JAKMVH010000034.1	7453	8949
tailgene_GCF_022510125.1_GCF_022510125.1_NZ_JAKMVH010000034.1_13	GCF_022510125.1	GCF_022510125.1_NZ_JAKMVH010000034.1	9010	9357
tailgene_GCF_022510125.1_GCF_022510125.1_NZ_JAKMVH010000034.1_14	GCF_022510125.1	GCF_022510125.1_NZ_JAKMVH010000034.1	9354	9650
tailgene_GCF_022510125.1_GCF_022510125.1_NZ_JAKMVH010000034.1_15	GCF_022510125.1	GCF_022510125.1_NZ_JAKMVH010000034.1	9661	9756
tailgene_GCF_022510125.1_GCF_022510125.1_NZ_JAKMVH010000034.1_16	GCF_022510125.1	GCF_022510125.1_NZ_JAKMVH010000034.1	9781	11940
tailgene_GCF_022510125.1_GCF_022510125.1_NZ_JAKMVH010000034.1_17	GCF_022510125.1	GCF_022510125.1_NZ_JAKMVH010000034.1	11937	13349
tailgene_GCF_022510125.1_GCF_022510125.1_NZ_JAKMVH010000034.1_18	GCF_022510125.1	GCF_022510125.1_NZ_JAKMVH010000034.1	13353	14480
tailgene_GCF_022510125.1_GCF_022510125.1_NZ_JAKMVH010000034.1_19	GCF_022510125.1	GCF_022510125.1_NZ_JAKMVH010000034.1	14477	14989
tailgene_GCF_022510125.1_GCF_022510125.1_NZ_JAKMVH010000034.1_20	GCF_022510125.1	GCF_022510125.1_NZ_JAKMVH010000034.1	14986	15384
tailgene_GCF_022510125.1_GCF_022510125.1_NZ_JAKMVH010000034.1_21	GCF_022510125.1	GCF_022510125.1_NZ_JAKMVH010000034.1	15374	16414
tailgene_GCF_022510125.1_GCF_022510125.1_NZ_JAKMVH010000034.1_22	GCF_022510125.1	GCF_022510125.1_NZ_JAKMVH010000034.1	16402	17001
tailgene_GCF_022510125.1_GCF_022510125.1_NZ_JAKMVH010000034.1_23	GCF_022510125.1	GCF_022510125.1_NZ_JAKMVH010000034.1	17012	18886
tailgene_GCF_022510125.1_GCF_022510125.1_NZ_JAKMVH010000034.1_24	GCF_022510125.1	GCF_022510125.1_NZ_JAKMVH010000034.1	18831	19442
tailgene_GCF_022510125.1_GCF_022510125.1_NZ_JAKMVH010000034.1_25	GCF_022510125.1	GCF_022510125.1_NZ_JAKMVH010000034.1	19554	20099
tailgene_GCF_022510125.1_GCF_022510125.1_NZ_JAKMVH010000034.1_26	GCF_022510125.1	GCF_022510125.1_NZ_JAKMVH010000034.1	20096	20608
tailgene_GCF_022510125.1_GCF_022510125.1_NZ_JAKMVH010000034.1_27	GCF_022510125.1	GCF_022510125.1_NZ_JAKMVH010000034.1	21020	21619
tailgene_GCF_022510165.1_GCF_022510165.1_NZ_JAKMVI010000020.1_66	GCF_022510165.1	GCF_022510165.1_NZ_JAKMVI010000020.1	69311	70792
tailgene_GCF_022510165.1_GCF_022510165.1_NZ_JAKMVI010000020.1_67	GCF_022510165.1	GCF_022510165.1_NZ_JAKMVI010000020.1	71201	73123
tailgene_GCF_022510165.1_GCF_022510165.1_NZ_JAKMVI010000020.1_68	GCF_022510165.1	GCF_022510165.1_NZ_JAKMVI010000020.1	73229	73471
tailgene_GCF_022510165.1_GCF_022510165.1_NZ_JAKMVI010000020.1_69	GCF_022510165.1	GCF_022510165.1_NZ_JAKMVI010000020.1	73593	73841
tailgene_GCF_022510165.1_GCF_022510165.1_NZ_JAKMVI010000020.1_70	GCF_022510165.1	GCF_022510165.1_NZ_JAKMVI010000020.1	73996	74655
tailgene_GCF_022510165.1_GCF_022510165.1_NZ_JAKMVI010000020.1_71	GCF_022510165.1	GCF_022510165.1_NZ_JAKMVI010000020.1	74797	75240
tailgene_GCF_022510165.1_GCF_022510165.1_NZ_JAKMVI010000020.1_72	GCF_022510165.1	GCF_022510165.1_NZ_JAKMVI010000020.1	75513	75698
tailgene_GCF_022510165.1_GCF_022510165.1_NZ_JAKMVI010000020.1_73	GCF_022510165.1	GCF_022510165.1_NZ_JAKMVI010000020.1	75710	76882
tailgene_GCF_022510165.1_GCF_022510165.1_NZ_JAKMVI010000020.1_74	GCF_022510165.1	GCF_022510165.1_NZ_JAKMVI010000020.1	77005	77394
tailgene_GCF_022510165.1_GCF_022510165.1_NZ_JAKMVI010000020.1_75	GCF_022510165.1	GCF_022510165.1_NZ_JAKMVI010000020.1	77375	77713
tailgene_GCF_022510165.1_GCF_022510165.1_NZ_JAKMVI010000020.1_76	GCF_022510165.1	GCF_022510165.1_NZ_JAKMVI010000020.1	77759	78349
tailgene_GCF_022510165.1_GCF_022510165.1_NZ_JAKMVI010000020.1_77	GCF_022510165.1	GCF_022510165.1_NZ_JAKMVI010000020.1	78346	78534
tailgene_GCF_022510165.1_GCF_022510165.1_NZ_JAKMVI010000020.1_78	GCF_022510165.1	GCF_022510165.1_NZ_JAKMVI010000020.1	78553	80049
tailgene_GCF_022510165.1_GCF_022510165.1_NZ_JAKMVI010000020.1_79	GCF_022510165.1	GCF_022510165.1_NZ_JAKMVI010000020.1	80110	80457
tailgene_GCF_022510165.1_GCF_022510165.1_NZ_JAKMVI010000020.1_80	GCF_022510165.1	GCF_022510165.1_NZ_JAKMVI010000020.1	80454	80750
tailgene_GCF_022510165.1_GCF_022510165.1_NZ_JAKMVI010000020.1_81	GCF_022510165.1	GCF_022510165.1_NZ_JAKMVI010000020.1	80761	80856
tailgene_GCF_022510165.1_GCF_022510165.1_NZ_JAKMVI010000020.1_82	GCF_022510165.1	GCF_022510165.1_NZ_JAKMVI010000020.1	80881	83040
tailgene_GCF_022510165.1_GCF_022510165.1_NZ_JAKMVI010000020.1_83	GCF_022510165.1	GCF_022510165.1_NZ_JAKMVI010000020.1	83037	84449
tailgene_GCF_022510165.1_GCF_022510165.1_NZ_JAKMVI010000020.1_84	GCF_022510165.1	GCF_022510165.1_NZ_JAKMVI010000020.1	84453	85580
tailgene_GCF_022510165.1_GCF_022510165.1_NZ_JAKMVI010000020.1_85	GCF_022510165.1	GCF_022510165.1_NZ_JAKMVI010000020.1	85577	86089
tailgene_GCF_022510165.1_GCF_022510165.1_NZ_JAKMVI010000020.1_86	GCF_022510165.1	GCF_022510165.1_NZ_JAKMVI010000020.1	86086	86484
tailgene_GCF_022510165.1_GCF_022510165.1_NZ_JAKMVI010000020.1_87	GCF_022510165.1	GCF_022510165.1_NZ_JAKMVI010000020.1	86474	87514
tailgene_GCF_022510165.1_GCF_022510165.1_NZ_JAKMVI010000020.1_88	GCF_022510165.1	GCF_022510165.1_NZ_JAKMVI010000020.1	87502	88101
tailgene_GCF_022510165.1_GCF_022510165.1_NZ_JAKMVI010000020.1_89	GCF_022510165.1	GCF_022510165.1_NZ_JAKMVI010000020.1	88112	89986
tailgene_GCF_022510165.1_GCF_022510165.1_NZ_JAKMVI010000020.1_90	GCF_022510165.1	GCF_022510165.1_NZ_JAKMVI010000020.1	89931	90542
tailgene_GCF_022510165.1_GCF_022510165.1_NZ_JAKMVI010000020.1_91	GCF_022510165.1	GCF_022510165.1_NZ_JAKMVI010000020.1	90653	91198
tailgene_GCF_022510165.1_GCF_022510165.1_NZ_JAKMVI010000020.1_92	GCF_022510165.1	GCF_022510165.1_NZ_JAKMVI010000020.1	91195	91707
tailgene_GCF_022510165.1_GCF_022510165.1_NZ_JAKMVI010000020.1_93	GCF_022510165.1	GCF_022510165.1_NZ_JAKMVI010000020.1	92119	92718
tailgene_GCF_022510185.1_GCF_022510185.1_NZ_JAKMVJ010000039.1_3	GCF_022510185.1	GCF_022510185.1_NZ_JAKMVJ010000039.1	2116	2358
tailgene_GCF_022510185.1_GCF_022510185.1_NZ_JAKMVJ010000039.1_4	GCF_022510185.1	GCF_022510185.1_NZ_JAKMVJ010000039.1	2480	2728
tailgene_GCF_022510185.1_GCF_022510185.1_NZ_JAKMVJ010000039.1_5	GCF_022510185.1	GCF_022510185.1_NZ_JAKMVJ010000039.1	2883	3494
tailgene_GCF_022510185.1_GCF_022510185.1_NZ_JAKMVJ010000039.1_6	GCF_022510185.1	GCF_022510185.1_NZ_JAKMVJ010000039.1	3684	4127
tailgene_GCF_022510185.1_GCF_022510185.1_NZ_JAKMVJ010000039.1_7	GCF_022510185.1	GCF_022510185.1_NZ_JAKMVJ010000039.1	4400	4585
tailgene_GCF_022510185.1_GCF_022510185.1_NZ_JAKMVJ010000039.1_8	GCF_022510185.1	GCF_022510185.1_NZ_JAKMVJ010000039.1	4597	5769
